"natc","codeTerme","codeTermePere","libAbr","libelle","Level"
959,100959,100949,"C01DA38","Ténitramine",5
960,100960,100949,"C01DA52","Trinitrine en association",5
961,100961,100949,"C01DA54","Méthylpropylpropanediol dinitrate en association",5
962,100962,100949,"C01DA55","Pentaérithrityl tétranitrate en association",5
963,100963,100949,"C01DA57","Propatylnitrate en association",5
964,100964,100949,"C01DA58","Isosorbide dinitrate en association",5
965,100965,100949,"C01DA59","Trolnitrate en association",5
966,100966,100949,"C01DA63","Erithrityl tétranitrate en association",5
967,100967,100949,"C01DA70","Dérivés nitrés en association avec des psycholeptiques",5
968,100968,100948,"C01DB","Vasodilatateurs quinoliniques",4
969,100969,100968,"C01DB01","Floséquinan",5
970,100970,100948,"C01DX","Autres vasodilatateurs en cardiologie",4
971,100971,100970,"C01DX01","Itramine tosilate",5
972,100972,100970,"C01DX02","Prénylamine",5
973,100973,100970,"C01DX03","Oxyfédrine",5
974,100974,100970,"C01DX04","Benziodarone",5
975,100975,100970,"C01DX05","Carbocromène",5
976,100976,100970,"C01DX06","Hexobendine",5
977,100977,100970,"C01DX07","Etafénone",5
978,100978,100970,"C01DX08","Heptaminol",5
979,100979,100970,"C01DX09","Imolamine",5
980,100980,100970,"C01DX10","Dilazep",5
981,100981,100970,"C01DX11","Trapidil",5
982,100982,100970,"C01DX12","Molsidomine",5
983,100983,100970,"C01DX13","Efloxate",5
984,100984,100970,"C01DX14","Cinépazet",5
985,100985,100970,"C01DX15","Cloridarol",5
986,100986,100970,"C01DX16","Nicorandil",5
987,100987,100970,"C01DX18","Linsidomine",5
988,100988,100970,"C01DX51","Itramine tosilate en association",5
989,100989,100970,"C01DX52","Prénylamine en association",5
990,100990,100970,"C01DX53","Oxyfédrine en association",5
991,100991,100970,"C01DX54","Benziodarone en association",5
992,100992,100863,"C01E","Autres medicaments en cardiologie",3
993,100993,100992,"C01EA","Prostaglandines",4
994,100994,100993,"C01EA01","Alprostadil",5
995,100995,100992,"C01EB","Autres medicaments en cardiologie",4
996,100996,100995,"C01EB02","Camphre",5
997,100997,100995,"C01EB03","Indométacine",5
998,100998,100995,"C01EB04","Glucosides de crataegus",5
999,100999,100995,"C01EB05","Créatinolfosfate",5
1000,101000,100995,"C01EB06","Fosfocréatine",5
1001,101001,100995,"C01EB07","Fructose 1-6 diphosphate",5
1002,101002,100995,"C01EB09","Ubidécarénone",5
1003,101003,100995,"C01EB10","Adénosine",5
1004,101004,100995,"C01EB11","Tiracizine",5
1005,101005,100995,"C01EB12","Tédisamil",5
1006,101006,100995,"C01EB13","Acadésine",5
1007,101007,100995,"C01EB15","Trimetazidine",5
1008,101008,100992,"C01EX","Autres medicaments en association en cardiologie",4
1009,101009,100862,"C02","Antihypertenseurs",2
1010,101010,101009,"C02A","Adrenolytiques a action centrale",3
1011,101011,101010,"C02AA","Alcaloides du rauwolfia",4
1012,101012,101011,"C02AA01","Rescinnamine",5
1013,101013,101011,"C02AA02","Réserpine",5
1014,101014,101011,"C02AA03","Associations d'alcaloïdes du rauwolfia",5
1015,101015,101011,"C02AA04","Alcaloïdes du rauwolfia, racine entière",5
1016,101016,101011,"C02AA05","Déserpidine",5
1017,101017,101011,"C02AA06","Méthoserpidine",5
1018,101018,101011,"C02AA07","Biétaserpine",5
1019,101019,101011,"C02AA52","Réserpine en association",5
1020,101020,101011,"C02AA53","Associations d'alcaloïdes du rauwolfia en association",5
1021,101021,101011,"C02AA57","Biétaserpine en association",5
1022,101022,101010,"C02AB","Methyldopa",4
1023,101023,101022,"C02AB01","Méthyldopa (lévogyre)",5
1024,101024,101022,"C02AB02","Méthyldopa (racémique)",5
1025,101025,101010,"C02AC","Agonistes des recepteurs a l'imidazoline",4
1026,101026,101025,"C02AC01","Clonidine",5
1027,101027,101025,"C02AC02","Guanfacine",5
1028,101028,101025,"C02AC04","Tolonidine",5
1029,101029,101025,"C02AC05","Moxonidine",5
1030,101030,101025,"C02AC06","Rilmenidine",5
1031,101031,101009,"C02B","Adrenolytiques ganglioplegiques",3
1032,101032,101031,"C02BA","Derives du sulfonium",4
1033,101033,101032,"C02BA01","Trimétaphan",5
1034,101034,101031,"C02BB","Amines secondaires et tertiaires",4
1035,101035,101034,"C02BB01","Mécamylamine",5
1036,101036,101031,"C02BC","Derives d'ammoniums biquaternaires",4
1037,101037,101009,"C02C","Adrenolytiques a action peripherique",3
1038,101038,101037,"C02CA","Alpha-bloquants",4
1039,101039,101038,"C02CA01","Prazosine",5
1040,101040,101038,"C02CA02","Indoramine",5
1041,101041,101038,"C02CA03","Trimazosine",5
1042,101042,101038,"C02CA04","Doxazosine",5
1043,101043,101038,"C02CA06","Urapidil",5
1044,101044,101037,"C02CC","Derives de la guanidine",4
1045,101045,101044,"C02CC01","Bétanidine",5
1046,101046,101044,"C02CC02","Guanéthidine",5
1047,101047,101044,"C02CC03","Guanoxan",5
1048,101048,101044,"C02CC04","Débrisoquine",5
1049,101049,101044,"C02CC05","Guanoclor",5
1050,101050,101044,"C02CC06","Guanazodine",5
1051,101051,101044,"C02CC07","Guanoxabenz",5
1052,101052,101009,"C02D","Medicaments agissant sur le muscle lisse arteriolaire",3
1053,101053,101052,"C02DA","Derives thiazidiques",4
1054,101054,101053,"C02DA01","Diazoxide",5
1055,101055,101052,"C02DB","Derives de l'hydrazinophtalazine",4
1056,101056,101055,"C02DB01","Dihydralazine",5
1057,101057,101055,"C02DB02","Hydralazine",5
1058,101058,101055,"C02DB03","Endralazine",5
1059,101059,101055,"C02DB04","Cadralazine",5
1060,101060,101052,"C02DC","Derives de la pyrimidine",4
1061,101061,101060,"C02DC01","Minoxidil",5
1062,101062,101052,"C02DD","Derives du nitroferricyanure",4
1063,101063,101062,"C02DD01","Nitroprussiate",5
1064,101064,101052,"C02DG","Derives de la guanidine",4
1065,101065,101064,"C02DG01","Pinacidil",5
1066,101066,101009,"C02K","Autres antihypertenseurs",3
1067,101067,101066,"C02KA","Alcaloides, ceux du rauwolfia exclus",4
1068,101068,101067,"C02KA01","Vératrum",5
1069,101069,101066,"C02KB","Inhibiteurs de la tyrosine hydroxylase",4
1070,101070,101069,"C02KB01","Métirosine",5
1071,101071,101066,"C02KC","Inhibiteurs de la mao",4
1072,101072,101071,"C02KC01","Pargyline",5
1073,101073,101066,"C02KD","Antagonistes de la serotonine",4
1074,101074,101073,"C02KD01","Kétansérine",5
1075,101075,101009,"C02L","Antihypertenseurs et diuretiques en association",3
1076,101076,101075,"C02LA","Alcaloides du rauwolfia et diuretiques en association",4
1077,101077,101076,"C02LA01","Réserpine et diurétiques",5
1078,101078,101076,"C02LA02","Rescinnamine et diurétiques",5
1079,101079,101076,"C02LA03","Déserpidine et diurétiques",5
1080,101080,101076,"C02LA04","Méthoserpidine et diurétiques",5
1081,101081,101076,"C02LA07","Biétaserpine et diurétiques",5
1082,101082,101076,"C02LA08","Alcaloïdes du rauwolfia, racine entière, et diurétiques",5
1083,101083,101076,"C02LA09","Syrosingopine et diurétiques",5
1084,101084,101076,"C02LA50","Associations d'alcaloïdes du rauwolfia et diurétiques,",5
1085,101085,101076,"C02LA51","Réserpine et diurétiques en association avec d'autres",5
1086,101086,101076,"C02LA52","Rescinnamine et diurétiques en association avec d'autres",5
1087,101087,101076,"C02LA71","Réserpine et diurétiques en association avec des",5
1088,101088,101075,"C02LB","Methyldopa et diuretiques en association",4
1089,101089,101088,"C02LB01","Méthyldopa (lévogyre) et diurétiques",5
1090,101090,101075,"C02LC","Agonistes des recepteurs a l'imidazoline en association",4
1091,101091,101090,"C02LC01","Clonidine et diurétiques",5
1092,101092,101090,"C02LC51","Clonidine et diurétiques en association avec d'autres",5
1093,101093,101075,"C02LE","Alpha-bloquants et diuretiques",4
1094,101094,101093,"C02LE01","Prazosine et diurétiques",5
1095,101095,101075,"C02LF","Derives de la guanidine et diuretiques",4
1096,101096,101095,"C02LF01","Guanéthidine et diurétiques",5
1097,101097,101075,"C02LG","Derives de l'hydrazinophtalazine et diuretiques",4
1098,101098,101097,"C02LG01","Dihydralazine et diurétiques",5
1099,101099,101097,"C02LG02","Hydralazine et diurétiques",5
1100,101100,101097,"C02LG03","Picodralazine et diurétiques",5
1101,101101,101097,"C02LG51","Dihydralazine et diurétiques en association avec d'autres",5
1102,101102,101097,"C02LG73","Picodralazine et diurétiques en association avec des",5
1103,101103,101075,"C02LK","Alcaloides, ceux du rauwolfia exclus, en association avec",4
1104,101104,101103,"C02LK01","Vératrum et diurétiques",5
1105,101105,101075,"C02LL","Inhibiteurs de la mao et diuretiques",4
1106,101106,101105,"C02LL01","Pargyline et diurétiques",5
1107,101107,101075,"C02LN","Antagonistes de la serotonine et diuretiques",4
1108,101108,101075,"C02LX","Autres antihypertenseurs et diuretiques",4
1109,101109,101108,"C02LX01","Pinacidil et diurétiques",5
1110,101110,101009,"C02N","Associations d'antihypertenseurs du groupe c02",3
1111,101111,100862,"C03","Diuretiques",2
1112,101112,101111,"C03A","Diuretiques ""low-ceiling"", thiazidiques",3
1113,101113,101112,"C03AA","Thiazidiques non associes",4
1114,101114,101113,"C03AA01","Bendrofluméthiazide",5
1115,101115,101113,"C03AA02","Hydrofluméthiazide",5
1116,101116,101113,"C03AA03","Hydrochlorothiazide",5
1117,101117,101113,"C03AA04","Chlorothiazide",5
1118,101118,101113,"C03AA05","Polythiazide",5
1119,101119,101113,"C03AA06","Trichlorméthiazide",5
1120,101120,101113,"C03AA07","Cyclopenthiazide",5
1121,101121,101113,"C03AA08","Méthyclothiazide",5
1122,101122,101113,"C03AA09","Cyclothiazide",5
1123,101123,101113,"C03AA13","Mébutizide",5
1124,101124,101112,"C03AB","Thiazidiques et potassium en association",4
1125,101125,101124,"C03AB01","Bendrofluméthiazide et potassium",5
1126,101126,101124,"C03AB02","Hydrofluméthiazide et potassium",5
1127,101127,101124,"C03AB03","Hydrochlorothiazide et potassium",5
1128,101128,101124,"C03AB04","Chlorothiazide et potassium",5
1129,101129,101124,"C03AB05","Polythiazide et potassium",5
1130,101130,101124,"C03AB06","Trichlorméthiazide et potassium",5
1131,101131,101124,"C03AB07","Cyclopenthiazide et potassium",5
1132,101132,101124,"C03AB08","Méthyclothiazide et potassium",5
1133,101133,101124,"C03AB09","Cyclothiazide et potassium",5
1134,101134,101112,"C03AH","Thiazidiques en association avec des psycholeptiques et/ou",4
1135,101135,101134,"C03AH01","Chlorothiazide en association",5
1136,101136,101134,"C03AH02","Hydrofluméthiazide en association",5
1137,101137,101112,"C03AX","Thiazidiques en association avec d'autres substances",4
1138,101138,101137,"C03AX01","Hydrochlorothiazide en association",5
1139,101139,101111,"C03B","Diuretiques ""low-ceiling"", thiazidiques exclus",3
1140,101140,101139,"C03BA","Sulfamides non associes",4
1141,101141,101140,"C03BA02","Quinéthazone",5
1142,101142,101140,"C03BA03","Clopamide",5
1143,101143,101140,"C03BA04","Chlortalidone",5
1144,101144,101140,"C03BA05","Méfruside",5
1145,101145,101140,"C03BA07","Clofénamide",5
1146,101146,101140,"C03BA08","Métolazone",5
1147,101147,101140,"C03BA09","Méticrane",5
1148,101148,101140,"C03BA10","Xipamide",5
1149,101149,101140,"C03BA11","Indapamide",5
1150,101150,101140,"C03BA12","Clorexolone",5
1151,101151,101140,"C03BA13","Fenquizone",5
1152,101152,101140,"C03BA82","Clorexolone en association avec des psycholeptiques",5
1153,101153,101139,"C03BB","Sulfamides et potassium en association",4
1154,101154,101153,"C03BB02","Quinéthazone et potassium",5
1155,101155,101153,"C03BB03","Clopamide et potassium",5
1156,101156,101153,"C03BB04","Chlortalidone et potassium",5
1157,101157,101153,"C03BB05","Méfruside et potassium",5
1158,101158,101153,"C03BB07","Clofénamide et potassium",5
1159,101159,101139,"C03BC","Diuretiques mercuriels",4
1160,101160,101159,"C03BC01","Mersalyl",5
1161,101161,101139,"C03BD","Derives xanthiques",4
1162,101162,101161,"C03BD01","Théobromine",5
1163,101163,101139,"C03BK","Sulfamides en association avec d'autres substances",4
1164,101164,101139,"C03BX","Autres diuretiques ""low-ceiling""",4
1165,101165,101164,"C03BX03","Ciclétanine",5
1166,101166,101111,"C03C","Diuretiques de l'anse",3
1167,101167,101166,"C03CA","Sulfamides non associes",4
1168,101168,101167,"C03CA01","Furosémide",5
1169,101169,101167,"C03CA02","Bumétanide",5
1170,101170,101167,"C03CA03","Pirétanide",5
1171,101171,101167,"C03CA04","Torasémide",5
1172,101172,101166,"C03CB","Sulfamides et potassium en association",4
1173,101173,101172,"C03CB01","Furosémide et potassium",5
1174,101174,101172,"C03CB02","Bumétanide et potassium",5
1175,101175,101166,"C03CC","Derives de l'acide aryloxyacetique",4
1176,101176,101175,"C03CC01","Etacrynique acide",5
1177,101177,101175,"C03CC02","Tiénilique acide",5
1178,101178,101166,"C03CD","Derives de la pyrazolone",4
1179,101179,101178,"C03CD01","Muzolimine",5
1180,101180,101166,"C03CX","Autres diuretiques de l'anse",4
1181,101181,101180,"C03CX01","Etozoline",5
1182,101182,101111,"C03D","Diuretiques epargneurs potassiques",3
1183,101183,101182,"C03DA","Antagonistes de l'aldosterone",4
1184,101184,101183,"C03DA01","Spironolactone",5
1185,101185,101183,"C03DA02","Canrénoate de potassium",5
1186,101186,101183,"C03DA03","Canrenone",5
1187,101187,101182,"C03DB","Autres diuretiques epargneurs potassiques",4
1188,101188,101187,"C03DB01","Amiloride",5
1189,101189,101187,"C03DB02","Triamtérène",5
1190,101190,101111,"C03E","Diuretiques et epargneurs potassiques en association",3
1191,101191,101190,"C03EA","Diuretiques ""low-ceiling"" et epargneurs potassiques",4
1192,101192,101191,"C03EA01","Hydrochlorothiazide et épargneurs potassiques",5
1193,101193,101191,"C03EA02","Trichlorméthiazide et épargneurs potassiques",5
1194,101194,101191,"C03EA03","Epitizide et épargneurs potassiques",5
1195,101195,101191,"C03EA04","Altizide et épargneurs potassiques",5
1196,101196,101191,"C03EA05","Mébutizide et épargneurs potassiques",5
1197,101197,101191,"C03EA06","Chlortalidone et épargneurs potassiques",5
1198,101198,101191,"C03EA07","Cyclopenthiazide et épargneurs potassiques",5
1199,101199,101191,"C03EA12","Métolazone et épargneurs potassiques",5
1200,101200,101191,"C03EA13","Bendrofluméthiazide et épargneurs potassiques",5
1201,101201,101191,"C03EA14","Butizide et épargneurs potassiques",5
1202,101202,101190,"C03EB","Diuretiques de l'anse et epargneurs potassiques",4
1203,101203,101202,"C03EB01","Furosémide et épargneurs potassiques",5
1204,101204,101202,"C03EB02","Bumétanide et épargneurs potassiques",5
1205,101205,100862,"C04","Vasodilatateurs peripheriques",2
1206,101206,101205,"C04A","Vasodilatateurs peripheriques",3
1207,101207,101206,"C04AA","Derives du 2-amino-1-phenylethanol",4
1208,101208,101207,"C04AA01","Isoxsuprine",5
1209,101209,101207,"C04AA02","Buphénine",5
1210,101210,101207,"C04AA31","Baméthan",5
1211,101211,101206,"C04AB","Derives de l'imidazoline",4
1212,101212,101211,"C04AB01","Phentolamine",5
1213,101213,101211,"C04AB02","Tolazoline",5
1214,101214,101206,"C04AC","Acide nicotinique et derives",4
1215,101215,101214,"C04AC01","Nicotinique acide",5
1216,101216,101214,"C04AC02","Nicotinique alcool (pyridylcarbinol)",5
1217,101217,101214,"C04AC03","Inositol nicotinate",5
1218,101218,101214,"C04AC07","Ciclonicate",5
1219,101219,101206,"C04AD","Derives de la purine",4
1220,101220,101219,"C04AD01","Pentifylline",5
1221,101221,101219,"C04AD02","Xantinol nicotinate",5
1222,101222,101219,"C04AD03","Pentoxifylline",5
1223,101223,101219,"C04AD04","Etofylline nicotinate",5
1224,101224,101206,"C04AE","Alcaloides de l'ergot",4
1225,101225,101224,"C04AE01","Ergoloïde mésylates",5
1226,101226,101224,"C04AE02","Nicergoline",5
1227,101227,101224,"C04AE04","Dihydroergocristine",5
1228,101228,101224,"C04AE51","Ergoloïde mésylates en association",5
1229,101229,101224,"C04AE54","Dihydroergocristine en association",5
1230,101230,101206,"C04AF","Enzymes",4
1231,101231,101230,"C04AF01","Kallidinogénase",5
1232,101232,101206,"C04AX","Autres vasodilatateurs peripheriques",4
1233,101233,101232,"C04AX01","Cyclandélate",5
1234,101234,101232,"C04AX02","Phénoxybenzamine",5
1235,101235,101232,"C04AX07","Vincamine",5
1236,101236,101232,"C04AX10","Moxisylyte",5
1237,101237,101232,"C04AX11","Bencyclane",5
1238,101238,101232,"C04AX13","Piribédil",5
1239,101239,101232,"C04AX17","Vinburnine",5
1240,101240,101232,"C04AX19","Sulcotidil",5
1241,101241,101232,"C04AX20","Buflomédil",5
1242,101242,101232,"C04AX21","Naftidrofuryl",5
1243,101243,101232,"C04AX23","Butalamine",5
1244,101244,101232,"C04AX24","Visnadine",5
1245,101245,101232,"C04AX26","Cétiédil",5
1246,101246,101232,"C04AX27","Cinépazide",5
1247,101247,101232,"C04AX28","Ifenprodil",5
1248,101248,101232,"C04AX30","Azapétine",5
1249,101249,100862,"C05","Vasculoprotecteurs",2
1250,101250,101249,"C05A","Antihemorroidaires a usage topique",3
1251,101251,101250,"C05AA","Medicaments contenant des corticoides",4
1252,101252,101251,"C05AA01","Hydrocortisone",5
1253,101253,101251,"C05AA04","Prednisolone",5
1254,101254,101251,"C05AA05","Betamethasone",5
1255,101255,101251,"C05AA06","Fluorométholone",5
1256,101256,101251,"C05AA08","Fluocortolone",5
1257,101257,101251,"C05AA09","Dexaméthasone",5
1258,101258,101251,"C05AA10","Fluocinolone acétonide",5
1259,101259,101251,"C05AA11","Fluocinonide",5
1260,101260,101250,"C05AB","Medicaments contenant des antibiotiques",4
1261,101261,101250,"C05AD","Medicaments contenant des anesthesiques locaux",4
1262,101262,101261,"C05AD01","Lidocaïne",5
1263,101263,101261,"C05AD02","Tétracaïne",5
1264,101264,101261,"C05AD03","Benzocaine",5
1265,101265,101261,"C05AD04","Cinchocaïne",5
1266,101266,101261,"C05AD05","Procaïne",5
1267,101267,101261,"C05AD06","Oxétacaïne",5
1268,101268,101261,"C05AD07","Pramocaïne",5
1269,101269,101250,"C05AX","Autres antihemorroidaires a usage topique",4
1270,101270,101269,"C05AX01","Aluminium acétotartrate",5
1271,101271,101269,"C05AX02","Préparations bismuthées en association",5
1272,101272,101269,"C05AX03","Autres préparations en association",5
1273,101273,101269,"C05AX04","Préparations à base de zinc",5
1274,101274,101269,"C05AX05","Tribénoside",5
1275,101275,101249,"C05B","Therapeutique antivariqueuse",3
1276,101276,101275,"C05BA","Heparines ou heparinoides a usage topique",4
1277,101277,101276,"C05BA01","Héparinoïde",5
1278,101278,101276,"C05BA02","Sodium apolate",5
1279,101279,101276,"C05BA03","Heparine",5
1280,101280,101276,"C05BA04","Pentosane polyester sulfurique",5
1281,101281,101276,"C05BA51","Heparinoide en association",5
1282,101282,101276,"C05BA53","Héparine en association",5
1283,101283,101275,"C05BB","Medicaments sclerosants pour injection locale",4
1284,101284,101283,"C05BB01","Monoéthanolamine oléate",5
1285,101285,101283,"C05BB02","Polidocanol",5
1286,101286,101283,"C05BB03","Sucre inverti",5
1287,101287,101283,"C05BB04","Sodium tétradécyl sulfate",5
1288,101288,101283,"C05BB05","Phénol",5
1289,101289,101275,"C05BX","Autres medicaments sclerosants",4
1290,101290,101289,"C05BX01","Calcium dobésilate",5
1291,101291,101289,"C05BX51","Calcium dobesilate en association",5
1292,101292,101249,"C05C","Medicaments agissant sur les capillaires",3
1293,101293,101292,"C05CA","Bioflavonoides",4
1294,101294,101293,"C05CA01","Rutoside",5
1295,101295,101293,"C05CA02","Monoxérutine",5
1296,101296,101293,"C05CA03","Diosmine",5
1297,101297,101293,"C05CA04","Troxérutine",5
1298,101298,101293,"C05CA05","Hidrosmine",5
1299,101299,101293,"C05CA51","Rutoside en association",5
1300,101300,101293,"C05CA53","Diosmine en association",5
1301,101301,101293,"C05CA54","Troxérutine en association",5
1302,101302,101292,"C05CX","Autres medicaments agissant sur les capillaires",4
1303,101303,100862,"C07","Betabloquants",2
1304,101304,101303,"C07A","Betabloquants",3
1305,101305,101304,"C07AA","Betabloquants, non selectifs",4
1306,101306,101305,"C07AA01","Alprénolol",5
1307,101307,101305,"C07AA02","Oxprénolol",5
1308,101308,101305,"C07AA03","Pindolol",5
1309,101309,101305,"C07AA05","Propranolol",5
1310,101310,101305,"C07AA06","Timolol",5
1311,101311,101305,"C07AA07","Sotalol",5
1312,101312,101305,"C07AA12","Nadolol",5
1313,101313,101305,"C07AA14","Mépindolol",5
1314,101314,101305,"C07AA15","Cartéolol",5
1315,101315,101305,"C07AA16","Tertatolol",5
1316,101316,101305,"C07AA17","Bopindolol",5
1317,101317,101305,"C07AA19","Bupranolol",5
1318,101318,101305,"C07AA23","Penbutolol",5
1319,101319,101305,"C07AA27","Cloranolol",5
1320,101320,101305,"C07AA57","Sotalol en association",5
1321,101321,101304,"C07AB","Betabloquants, selectifs",4
1322,101322,101321,"C07AB01","Practolol",5
1323,101323,101321,"C07AB02","Métoprolol",5
1324,101324,101321,"C07AB03","Aténolol",5
1325,101325,101321,"C07AB04","Acébutolol",5
1326,101326,101321,"C07AB05","Bétaxolol",5
1327,101327,101321,"C07AB06","Bévantolol",5
1328,101328,101321,"C07AB07","Bisoprolol",5
1329,101329,101321,"C07AB08","Céliprolol",5
1330,101330,101321,"C07AB09","Esmolol",5
1331,101331,101321,"C07AB10","Epanolol",5
1332,101332,101321,"C07AB11","S-aténolol",5
1333,101333,101321,"C07AB12","Nebivolol",5
1334,101334,101304,"C07AG","Alpha et beta bloquants",4
1335,101335,101334,"C07AG01","Labétalol",5
1336,101336,101334,"C07AG02","Carvédilol",5
1337,101337,101303,"C07B","Betabloquants et thiazidiques",3
1338,101338,101337,"C07BA","Betabloquants non selectifs et thiazidiques",4
1339,101339,101338,"C07BA02","Oxprénolol et thiazidiques",5
1340,101340,101338,"C07BA05","Propranolol et thiazidiques",5
1341,101341,101338,"C07BA06","Timolol et thiazidiques",5
1342,101342,101338,"C07BA07","Sotalol et thiazidiques",5
1343,101343,101338,"C07BA12","Nadolol et thiazidiques",5
1344,101344,101338,"C07BA68","Metipranolol et thiazidiques en association",5
1345,101345,101337,"C07BB","Betabloquants selectifs et thiazidiques",4
1346,101346,101345,"C07BB02","Métoprolol et thiazidiques",5
1347,101347,101345,"C07BB03","Aténolol et thiazidiques",5
1348,101348,101345,"C07BB04","Acébutolol et thiazidiques",5
1349,101349,101345,"C07BB06","Bévantolol et thiazidiques",5
1350,101350,101345,"C07BB07","Bisoprolol et thiazidiques",5
1351,101351,101345,"C07BB52","Metoprolol et thiazidiques en association",5
1352,101352,101337,"C07BG","Alpha et beta bloquants et thiazidiques",4
1353,101353,101352,"C07BG01","Labétalol et thiazidiques",5
1354,101354,101303,"C07C","Betabloquants et autres diuretiques",3
1355,101355,101354,"C07CA","Betabloquants non selectifs et autres diuretiques",4
1356,101356,101355,"C07CA02","Oxprénolol et autres diurétiques",5
1357,101357,101355,"C07CA03","Pindolol et autres diurétiques",5
1358,101358,101355,"C07CA17","Bopindolol et autres diurétiques",5
1359,101359,101355,"C07CA23","Penbutolol et autres diurétiques",5
1360,101360,101354,"C07CB","Betabloquants selectifs et autres diuretiques",4
1361,101361,101360,"C07CB02","Métoprolol et autres diurétiques",5
1362,101362,101360,"C07CB03","Aténolol et autres diurétiques",5
1363,101363,101360,"C07CB53","Atenolol et autres diuretiques en association",5
1364,101364,101354,"C07CG","Alpha et beta bloquants et autres diuretiques",4
1365,101365,101364,"C07CG01","Labétalol et autres diurétiques",5
1366,101366,101303,"C07D","Betabloquants, thiazidiques et autres diuretiques",3
1367,101367,101366,"C07DA","Betabloquants non selectifs, thiazidiques et autres",4
1368,101368,101367,"C07DA06","Timolol, thiazidiques et autres diurétiques",5
1369,101369,101366,"C07DB","Betabloquants selectifs, thiazidiques et autres diuretiques",4
1370,101370,101369,"C07DB01","Aténolol, thiazidiques et autres diurétiques",5
1371,101371,101303,"C07E","Betabloquants et vasodilatateurs",3
1372,101372,101371,"C07EA","Betabloquants non selectifs et vasodilatateurs",4
1373,101373,101371,"C07EB","Betabloquants selectifs et vasodilatateurs",4
1374,101374,101303,"C07F","Betabloquants et autres antihypertenseurs",3
1375,101375,101374,"C07FA","Betabloquants non selectifs et autres anti-hypertenseurs",4
1376,101376,101375,"C07FA05","Propranolol et autres antihypertenseurs",5
1377,101377,101374,"C07FB","Betabloquants selectifs et autres antihypertenseurs",4
1378,101378,101377,"C07FB02","Métoprolol et autres antihypertenseurs",5
1379,101379,101377,"C07FB03","Aténolol et autres antihypertenseurs",5
1380,101380,100862,"C08","Inhibiteurs calciques",2
1381,101381,101380,"C08C","Inhibiteurs calciques selectifs a effets vasculaires",3
1382,101382,101381,"C08CA","Derives de la dihydropyridine",4
1383,101383,101382,"C08CA01","Amlodipine",5
1384,101384,101382,"C08CA02","Félodipine",5
1385,101385,101382,"C08CA03","Isradipine",5
1386,101386,101382,"C08CA04","Nicardipine",5
1387,101387,101382,"C08CA05","Nifédipine",5
1388,101388,101382,"C08CA06","Nimodipine",5
1389,101389,101382,"C08CA07","Nisolpidine",5
1390,101390,101382,"C08CA08","Nitrendipine",5
1391,101391,101382,"C08CA09","Lacidipine",5
1392,101392,101382,"C08CA10","Nilvadipine",5
1393,101393,101382,"C08CA11","Manidipine",5
1394,101394,101382,"C08CA12","Barnidipine",5
1395,101395,101382,"C08CA13","Lercanidipine",5
1396,101396,101382,"C08CA55","Nifédipine en association",5
1397,101397,101381,"C08CX","Autres inhibiteurs calciques selectifs a effets vasculaires",4
1398,101398,101397,"C08CX01","Mibefradil",5
1399,101399,101380,"C08D","Inhibiteurs calciques selectifs a effets cardiaques directs",3
1400,101400,101399,"C08DA","Derives de la phenylalkylamine",4
1401,101401,101400,"C08DA01","Vérapamil",5
1402,101402,101400,"C08DA02","Gallopamil",5
1403,101403,101400,"C08DA51","Vérapamil en association",5
1404,101404,101399,"C08DB","Derives de la benzothiazepine",4
1405,101405,101404,"C08DB01","Diltiazem",5
1406,101406,101380,"C08E","Inhibiteurs calciques non selectifs",3
1407,101407,101406,"C08EA","Derives de la phenylalkylamine",4
1408,101408,101407,"C08EA01","Fendiline",5
1409,101409,101407,"C08EA02","Bépridil",5
1410,101410,101406,"C08EX","Autres inhibiteurs calciques non selectifs",4
1411,101411,101410,"C08EX01","Lidoflazine",5
1412,101412,101410,"C08EX02","Perhexiline",5
1413,101413,101380,"C08G","Inhibiteurs calciques et diuretiques",3
1414,101414,101413,"C08GA","Inhibiteur calcique et diuretique",4
1415,101415,101414,"C08GA01","Nifédipine et diurétiques",5
1416,101416,100862,"C09","Medicaments agissant sur le systeme renine-angiotensine",2
1417,101417,101416,"C09A","Inhibiteurs de l'enzyme de conversion (iec) non associes",3
1418,101418,101417,"C09AA","Inhibiteur de l'enzyme de conversion (iec) non associe",4
1419,101419,101418,"C09AA01","Captopril",5
1420,101420,101418,"C09AA02","Enalapril",5
1421,101421,101418,"C09AA03","Lisinopril",5
1422,101422,101418,"C09AA04","Périndopril",5
1423,101423,101418,"C09AA05","Ramipril",5
1424,101424,101418,"C09AA06","Quinapril",5
1425,101425,101418,"C09AA07","Bénazépril",5
1426,101426,101418,"C09AA08","Cilazapril",5
1427,101427,101418,"C09AA09","Fosinopril",5
1428,101428,101418,"C09AA10","Trandolapril",5
1429,101429,101418,"C09AA11","Spirapril",5
1430,101430,101418,"C09AA12","Délapril",5
1431,101431,101418,"C09AA13","Moexipril",5
1432,101432,101416,"C09B","Inhibiteurs de l'enzyme de conversion (iec) en association",3
1433,101433,101432,"C09BA","Inhibiteurs de l'enzyme de conversion (iec) et diuretiques",4
1434,101434,101433,"C09BA01","Captopril et diurétiques",5
1435,101435,101433,"C09BA02","Enalapril et diurétiques",5
1436,101436,101433,"C09BA03","Lisinopril et diurétiques",5
